Name	Length
T28F12.2f	2239
T28F12.2g	1798
T28F12.2h	1767
T28F12.3	4533
T28F2.1	1062
T28F2.2a	528
T28F2.2b	751
T28F2.3	1342
T28F2.4a	2454
T28F2.4b	668
T28F2.5	1999
T28F2.6	1323
T28F2.7	2388
T28F2.8	1269
T28F3.1a	2134
T28F3.1b	2102
T28F3.3	1481
T28F3.4a	1977
T28F3.4b	1850
T28F3.5a	4980
T28F3.5b	4782
T28F3.6	807
T28F3.8	1701
T28F3.9	1542
T28F4.1.1	1399
T28F4.1.2	1846
T28F4.1.3	1294
T28F4.2	1665
T28F4.3	1572
T28F4.4a	2385
T28F4.4b	3103
T28F4.5.1	1069
T28F4.5.2	549
T28F4.8	451
T28H10.1	906
T28H10.2	956
T28H10.3	1565
T28H10.4	230
T28H11.1	1169
T28H11.2	996
T28H11.3	1011
T28H11.4a	866
T28H11.4b	769
T28H11.5	1316
T28H11.6.1	415
T28H11.6.2	419
T28H11.6.3	420
T28H11.7	702
T28H11.8.1	1507
T28H11.8.2	1476
VB0393L.2	402
VB0395L.1	1154
VC27A7L.1	1074
VC5.1	285
VC5.2.1	1972
VC5.2.2	1928
VC5.3a	4522
VC5.3b	1729
VC5.4	1607
VC5.5	1222
VC5.6	1339
VF11C1L.1	4807
VF13D12L.1	1715
VF13D12L.3.1	1372
VF13D12L.3.2	1354
VF36H2L.1	1101
VF39H2L.1	978
VH15N14R.1	594
VK10D6R.1	372
VM106R.1	1244
VW02B12L.1.1	2709
VW02B12L.1.2	2697
VW02B12L.2	495
VW02B12L.3.1	1166
VW02B12L.3.2	1134
VW02B12L.4	841
VW06B3R.1a.1	1419
VW06B3R.1a.2	1396
VW06B3R.1b	1438
VY10G11R.1	954
VZC374L.1	1434
VZK822L.1a.1	1276
VZK822L.1a.2	1166
VZK822L.1b.1	1166
VZK822L.1b.2	1111
VZK822L.1b.3	1036
VZK822L.1c.1	1464
VZK822L.1c.2	895
VZK822L.2.1	376
VZK822L.2.2	397
W01A11.1a	1422
W01A11.1b	1129
W01A11.2	1173
W01A11.3a	3806
W01A11.3b.1	3585
W01A11.3b.2	3487
W01A11.3c	2947
W01A11.4	803
W01A11.5.1	2365
W01A11.5.2	2383
W01A11.6	621
W01A11.7.1	820
W01A11.7.2	701
W01A11.7.3	687
W01A8.1a.1	1335
W01A8.1a.2	1312
W01A8.1b.1	1754
W01A8.1b.2	1702
W01A8.1b.3	1900
W01A8.1c.1	1344
W01A8.1c.2	1314
W01A8.2a	559
W01A8.3	1125
W01A8.4	660
W01A8.5.1	1017
W01A8.5.2	1080
W01A8.6	1274
W01A8.8a	715
W01A8.8b.1	548
W01A8.8b.2	593
W01B11.1	387
W01B11.2.1	2615
W01B11.2.2	2569
W01B11.3	1789
W01B11.5a	1391
W01B11.5b	1909
W01B11.5c	1394
W01B11.5d	1850
W01B11.6	442
W01B6.1	1419
W01B6.2	1207
W01B6.3	1480
W01B6.4	362
W01B6.5	1667
W01B6.6	1101
W01B6.7	938
W01B6.8	715
W01B6.9	1910
W01C8.1	436
W01C8.3	3998
W01C8.4a	1478
W01C8.4b	1871
W01C8.5a	1903
W01C8.5b	1479
W01C8.6a	1914
W01C8.6b	1685
W01C9.1	805
W01C9.2	2015
W01C9.3a	2780
W01C9.3b	2879
W01C9.4	1026
W01C9.5a	1058
W01C9.5b	1075
W01C9.5c	1016
W01D2.1.1	320
W01D2.1.2	323
W01D2.1.3	395
W01D2.2a.1	1448
W01D2.2a.2	1644
W01D2.2a.3	1366
W01D2.2b.1	1457
W01D2.2b.2	1653
W01D2.2b.3	1375
W01D2.2c	1055
W01D2.2d	1075
W01D2.3a	849
W01D2.3b.1	700
W01D2.3b.2	695
W01D2.4	1062
W01D2.5a.1	1356
W01D2.5a.2	1372
W01D2.5a.3	1279
W01D2.5b.1	1239
W01D2.5b.2	1172
W01D2.6	283
W01F3.1a	1854
W01F3.1b	1667
W01F3.2	1090
W01F3.3a	6904
W01F3.3b	9766
W01F3.3c	9381
W01F3.3d	9739
W01F3.3e	8188
W01F3.3f	7527
W01F3.3g	7500
W01F3.3h	7962
W01G7.1	2495
W01G7.3.1	461
W01G7.3.2	437
W01G7.4	1194
W01G7.5	1820
W01H2.2	180
W01H2.3a.1	1479
W01H2.3a.2	1261
W01H2.3b	1343
W01H2.3c	1307
W02A11.1.1	1074
W02A11.1.2	1031
W02A11.2.1	785
W02A11.2.2	879
W02A11.3	1658
W02A11.4	2497
W02A11.5.1	1301
W02A11.5.2	1175
W02A11.8	995
W02A2.1a.1	1277
W02A2.1a.2	1269
W02A2.1b.1	745
W02A2.1b.2	472
W02A2.2	1091
W02A2.3a	1502
W02A2.3b	1081
W02A2.5	1464
W02A2.6a	2717
W02A2.6b	2135
W02A2.6c	277
W02A2.7	1975
W02A2.8a	789
W02A2.8b	393
W02A2.8c	126
W02A2.9	220
W02B12.1	1296
W02B12.10	904
W02B12.11.1	1676
W02B12.11.2	1480
W02B12.12a	1132
W02B12.12b	1192
W02B12.13a	870
W02B12.13b	785
W02B12.15a.1	492
W02B12.15a.2	503
W02B12.15b.1	612
W02B12.15b.2	623
W02B12.16	353
W02B12.2	1075
W02B12.3a	1171
W02B12.3b.1	1531
W02B12.3b.2	1428
W02B12.3c	687
W02B12.4	1892
W02B12.6a	2605
W02B12.7	1508
W02B12.8a	1485
W02B12.8b.1	1487
W02B12.8b.2	1451
W02B12.8b.3	1233
W02B12.8b.4	903
W02B12.9	1311
W02B3.2	2337
W02B3.3	336
W02B3.4	1515
W02B3.7	1139
W02B8.1.1	813
W02B8.1.2	661
W02B8.2	3910
W02B8.3	2408
W02B8.4	2202
W02B8.5	591
W02B8.6	2240
W02B9.1a.1	4688
W02B9.1a.2	4340
W02B9.1a.3	4686
W02B9.1b.1	9136
W02B9.1b.2	9485
W02B9.1c.1	3787
W02B9.1c.2	4100
W02B9.1d.1	4384
W02B9.1d.2	3464
W02B9.1e.1	4384
W02B9.1e.2	3070
W02C12.2a	686
W02C12.2b	799
W02C12.3a.1	2561
W02C12.3a.2	2517
W02C12.3a.3	2514
W02C12.3b	2484
W02C12.3c	2575
W02C12.3d	2251
W02C12.3e	2263
W02C12.3f	2412
W02C12.3g.1	2626
W02C12.3g.2	2582
W02C12.3g.3	2579
W02C12.3h.1	2437
W02C12.3h.2	2073
W02D3.1.1	552
W02D3.1.2	551
W02D3.10a	4670
W02D3.10b	2856
W02D3.11a	1815
W02D3.11b	1567
W02D3.12	327
W02D3.2.1	1641
W02D3.2.2	1634
W02D3.3.1	1503
W02D3.3.2	1426
W02D3.4.1	1426
W02D3.4.2	1420
W02D3.5	533
W02D3.6	964
W02D3.7	485
W02D3.8	1812
W02D3.9.1	2082
W02D3.9.2	2075
W02D7.10	815
W02D7.11	252
W02D7.12	429
W02D7.2	1276
W02D7.3	487
W02D7.4	825
W02D7.5	832
W02D7.6	1298
W02D7.7	777
W02D7.8	450
W02D7.9	201
W02D9.10	789
W02D9.1a.1	1645
W02D9.1a.2	1598
W02D9.1b.1	1605
W02D9.1b.2	1293
W02D9.2a	1045
W02D9.2b	998
W02D9.2c	1026
W02D9.3	1496
W02D9.4	922
W02D9.5	451
W02D9.6	423
W02D9.7	430
W02D9.8	231
W02D9.9	260
W02F12.2	1103
W02F12.3	1369
W02F12.4a	1264
W02F12.4b	412
W02F12.4c	587
W02F12.4d	1372
W02F12.5	1640
W02F12.6	872
W02F12.7	900
W02F12.8	348
W02G9.1	831
W02G9.2a	2255
W02G9.2b	2314
W02G9.2c	2186
W02G9.3	881
W02G9.4a.1	957
W02G9.4a.2	941
W02G9.4b	676
W02G9.5a	1563
W02G9.5b	1515
W02G9.5c.1	1573
W02G9.5c.2	1001
W02H3.1a	832
W02H3.1b	515
W02H3.3	349
W02H5.11a	1062
W02H5.11b	811
W02H5.16a	999
W02H5.16b	825
W02H5.2a	510
W02H5.2b	2578
W02H5.6a	1091
W02H5.7a	1162
W02H5.7b	526
W02H5.8.1	1934
W02H5.8.2	1879
W03A3.1	1095
W03A3.2	5094
W03A5.1	2778
W03A5.2	814
W03A5.3	575
W03A5.6a	2404
W03A5.6b	2412
W03A5.6c.1	1780
W03A5.6c.2	1562
W03A5.7	1329
W03B1.2	2630
W03B1.3.1	1024
W03B1.3.2	1040
W03B1.4a	1397
W03B1.4b	1048
W03B1.5	1746
W03B1.7a	2107
W03B1.7b	2068
W03B1.7c	1486
W03B1.8	2061
W03B1.9	1962
W03C9.1	847
W03C9.2	1542
W03C9.3.1	791
W03C9.3.2	975
W03C9.4a	2304
W03C9.4b	1368
W03C9.4c.1	2013
W03C9.4c.2	1909
W03C9.5	392
W03C9.6.1	1893
W03C9.6.2	1673
W03C9.7a.1	1704
W03C9.7a.2	1739
W03C9.7a.3	1876
W03C9.7a.4	1880
W03C9.7b.1	988
W03C9.7b.2	1023
W03C9.7b.3	1160
W03C9.8	345
W03D2.10	1023
W03D2.1a	1659
W03D2.1b	1609
W03D2.1c	1672
W03D2.1e	249
W03D2.2	720
W03D2.4	991
W03D2.5a	696
W03D2.5b	575
W03D2.5c	348
W03D2.7	427
W03D2.9	423
W03D8.1	1113
W03D8.11	776
W03D8.14	438
W03D8.2a	1107
W03D8.2b	1133
W03D8.3	577
W03D8.5	873
W03D8.6a	5081
W03D8.6b	5006
W03D8.6c	5072
W03D8.6d.1	4825
W03D8.6d.2	4729
W03D8.6e.1	4759
W03D8.6e.2	4663
W03D8.7	844
W03D8.8	1376
W03D8.9.1	1114
W03D8.9.2	1057
W03F11.1a	803
W03F11.1b	760
W03F11.2a	3313
W03F11.2b	3304
W03F11.3	697
W03F11.4	4231
W03F11.5	953
W03F11.6a	5302
W03F11.6b	2342
W03F11.6c	5308
W03F11.6d	5014
W03F11.6e	4055
W03F11.6f	5020
W03F11.6g	4445
W03F11.6h	4157
W03F11.6i	4259
W03F11.6j	3971
W03F11.6k.1	4096
W03F11.6k.2	3998
W03F11.6l.1	3808
W03F11.6l.2	3710
W03F11.6m.1	5300
W03F11.6m.2	4096
W03F11.6n	3808
W03F8.1.1	821
W03F8.1.2	835
W03F8.3a	1315
W03F8.3b	378
W03F8.4	905
W03F8.5a	5915
W03F8.5b	231
W03F8.6a.1	522
W03F8.6a.2	647
W03F8.6b	470
W03F8.6c	78
W03F8.6d	30
W03F8.9a	985
W03F8.9b	1051
W03F9.10	2016
W03F9.11	1160
W03F9.1a	1845
W03F9.1b	763
W03F9.2a	883
W03F9.4a.1	3100
W03F9.4a.2	2384
W03F9.4b	2383
W03F9.5.1	1240
W03F9.5.2	1183
W03F9.5.3	1233
W03F9.6	1083
W03F9.9	843
W03G1.1	1641
W03G1.2	1189
W03G1.5	1532
W03G1.6a	2430
W03G1.6b	2100
W03G1.6c	2443
W03G1.6d	2109
W03G1.6e	1717
W03G1.6f	1387
W03G1.6g	1726
W03G1.6h	1396
W03G1.7a	1912
W03G1.7b	1710
W03G1.8	645
W03G11.1a	1095
W03G11.1b	942
W03G11.2	1195
W03G11.3	1628
W03G11.4.1	1868
W03G11.4.2	1701
W03G11.4.3	1759
W03G9.1	2315
W03G9.10	328
W03G9.2	1706
W03G9.3	1701
W03G9.4	2097
W03G9.5	1467
W03G9.6	1293
W03G9.7	1706
W03G9.8	440
W03G9.9.1	1033
W03G9.9.2	640
W03H1.2	492
W03H9.1	2652
W03H9.2b	710
W03H9.4a.1	2324
W03H9.4a.2	2232
W03H9.4b	1253
W03H9.4c	807
W04A4.2	1460
W04A4.3	450
W04A4.4	759
W04A4.5	3404
W04A4.6	637
W04A8.1a	2191
W04A8.1b	2129
W04A8.2	777
W04A8.3	991
W04A8.4a.1	1486
W04A8.4a.2	931
W04A8.5	1070
W04A8.6a	1695
W04A8.6b	1511
W04A8.7	5498
W04A8.9	600
W04B5.2	1325
W04B5.3a	1449
W04B5.3b	1501
W04B5.3c	1802
W04B5.4.1	759
W04B5.4.2	742
W04B5.5	1132
W04B5.6	540
W04C9.1a	2529
W04C9.1b	2297
W04C9.2	452
W04C9.3	1515
W04C9.4	549
W04C9.5	1110
W04C9.6	1380
W04C9.9	552
W04D12.1	258
W04D2.1a	3161
W04D2.1b	3083
W04D2.1c	3035
W04D2.1d	2957
W04D2.2a	999
W04D2.2c	876
W04D2.3a.1	1589
W04D2.3a.2	1549
W04D2.3b	1736
W04D2.4	1981
W04D2.5	763
W04D2.6a	2378
W04D2.6b	1722
W04D2.6c.1	2393
W04D2.6c.2	2351
W04D2.6c.3	2384
W04E12.1	633
W04E12.2	927
W04E12.3	228
W04E12.4	747
W04E12.5a	708
W04E12.5b	636
W04E12.6	1017
W04E12.7	841
W04E12.8	1049
W04E12.9a	510
W04E12.9b	727
W04G3.10	369
W04G3.11	391
W04G3.12	458
W04G3.13	389
W04G3.1a	1246
W04G3.1b	1036
W04G3.2	2161
W04G3.3	1389
W04G3.4	2154
W04G3.5a.1	1253
W04G3.5a.2	1335
W04G3.5b	1338
W04G3.6a.1	1144
W04G3.6a.2	1109
W04G3.6a.3	896
W04G3.6a.4	839
W04G3.6b.1	1144
W04G3.6b.2	1109
W04G3.6b.3	896
W04G3.6c	821
W04G3.6d	2016
W04G3.7	801
W04G3.8	2067
W04G5.10	1239
W04G5.16	171
W04G5.2a	597
W04G5.3	219
W04G5.4	1604
W04G5.5	1239
W04G5.6	1176
W04G5.7	1179
W04G5.8	1281
W04G5.9	1218
W04H10.1	213
W04H10.2	366
W04H10.3a	2223
W04H10.3b.1	2188
W04H10.3b.2	2034
W04H10.3c.1	1981
W04H10.3c.2	1559
W04H10.3d	750
W04H10.4a	582
W04H10.4b	534
W04H10.5	290
W04H10.6a	186
W04H10.6b	129
W05B10.1	580
W05B10.2.1	765
W05B10.2.2	681
W05B10.3	300
W05B10.4	859
W05B10.5a	984
W05B10.5b	978
W05B10.6	501
W05B2.1	999
W05B2.2	3887
W05B2.4	8257
W05B2.5	998
W05B2.6	976
W05B5.1a	1117
W05B5.1b	966
W05B5.1c	889
W05B5.1d	399
W05B5.1e.1	744
W05B5.1e.2	1136
W05B5.1e.3	538
W05B5.1e.4	514
W05B5.1f	445
W05B5.1g	823
W05B5.2	1864
W05B5.3a	2053
W05B5.3b.1	1310
W05B5.3b.2	1325
W05E10.1	1639
W05E10.2	398
W05E10.3	1862
W05E10.4a	1902
W05E10.4b	1962
W05E10.4c	692
W05E10.5a	768
W05E10.5b	495
W05E10.5c	105
W05E7.1	691
W05E7.2	1007
W05E7.3	607
W05F2.2	1374
W05F2.3	797
W05F2.4a	6223
W05F2.4b.1	5862
W05F2.4b.2	5366
W05F2.4b.3	5330
W05F2.4c.1	5563
W05F2.4c.2	5067
W05F2.4c.3	5031
W05F2.4d	3058
W05F2.4e.1	5348
W05F2.4e.2	5300
W05F2.6a	1503
W05F2.6b	988
W05F2.7.1	3832
W05F2.7.2	3813
W05F2.8a	399
W05F2.8b	273
W05G11.2	579
W05G11.3.1	911
W05G11.3.2	960
W05G11.4	2101
W05G11.5	945
W05G11.6a.1	2062
W05G11.6a.2	2061
W05G11.6b.1	2061
W05G11.6b.2	1980
W05G11.6b.3	1782
W05G11.6c.1	1455
W05G11.6c.2	1722
W05G11.6d.1	2186
W05G11.6d.2	2185
W05H12.1	1655
W05H12.2	1193
W05H12.4	560
W05H5.1	963
W05H5.3	1458
W05H5.4	1077
W05H5.5	1077
W05H5.6	1203
W05H5.7	1116
W05H5.8	1077
W05H7.1	679
W05H7.2	330
W05H7.3	540
W05H7.4a	2083
W05H7.4b	2324
W05H7.4c	823
W05H7.4d.1	322
W05H7.4d.2	1773
W05H7.4d.3	2098
W05H7.4d.4	1808
W05H7.4e	2333
W05H9.1a	1329
W05H9.1b	1305
W05H9.2	2985
W05H9.4	2628
W06A11.1	573
W06A11.2	2406
W06A11.3	882
W06A11.4	1098
W06A7.2a	667
W06A7.2b	537
W06A7.3a.1	1197
W06A7.3a.2	1212
W06A7.3b	1396
W06A7.3c	10420
W06A7.3d	2195
W06A7.3e	1101
W06A7.3f	10432
W06A7.3g.1	2276
W06A7.3g.2	1891
W06A7.3g.3	1889
W06A7.4a	1277
W06A7.4b	668
W06A7.5	233
W06B11.1	973
W06B11.2	3322
W06B11.3	915
W06B11.4a	619
W06B11.4b	935
W06B3.1	823
W06B3.2a	2034
W06B3.2b	1937
W06B3.2c	2052
W06B3.2d	1853
W06B4.1	1519
W06B4.2	1657
W06B4.3	3246
W06D11.1	711
W06D11.2	494
W06D11.3	695
W06D11.4	993
W06D11.5	444
W06D12.1	1501
W06D12.2	1369
W06D12.3	1104
W06D12.4	1077
W06D12.5	2006
W06D12.6	627
W06D12.7	1140
W06D4.1	1515
W06D4.2.1	1005
W06D4.2.2	1034
W06D4.3	875
W06D4.4	2026
W06D4.5	640
W06D4.6	2664
W06E11.1	1549
W06E11.2	680
W06E11.4	1006
W06E11.5a	1182
W06E11.5b	419
W06F12.1a	2515
W06F12.1b.1	2486
W06F12.1b.2	2046
W06F12.1c	2719
W06F12.1d	2868
W06F12.1e	2689
W06F12.2a	1910
W06F12.2b	1989
W06F12.2c	1729
W06F12.2d	1922
W06F12.2e	2001
W06F12.3	1006
W06G6.1	2115
W06G6.10	306
W06G6.11	222
W06G6.12	270
W06G6.13	999
W06G6.15	789
W06G6.17	351
W06G6.2	300
W06G6.20.1	374
W06G6.20.2	377
W06G6.20.3	291
W06G6.21	513
W06G6.3	957
W06G6.6	1029
W06G6.7	1536
W06G6.8	1050
W06G6.9	386
W06H12.1	2048
W06H3.1	2163
W06H3.2a	1382
W06H3.2b	491
W06H3.3	2243
W06H8.1a	2920
W06H8.1b	2906
W06H8.1c	2197
W06H8.1d	2128
W06H8.1e	2240
W06H8.1f.1	2634
W06H8.1f.2	2088
W06H8.2	1536
W06H8.4	1056
W06H8.6.1	3846
W06H8.6.2	1013
W06H8.7	1095
W06H8.8a	2268
W06H8.8b	2205
W06H8.8c	9959
W06H8.8d	31830
W06H8.8e.1	56018
W06H8.8e.2	55998
W06H8.8f.1	55973
W06H8.8f.2	55953
W06H8.8g	56072
W07A12.4	1435
W07A12.5	837
W07A12.6	1462
W07A12.7	1668
W07A12.8	659
W07A8.1	963
W07A8.2a	3307
W07A8.2b	3301
W07A8.2c	3331
W07A8.2d	663
W07A8.3a.1	2742
W07A8.3a.2	2695
W07A8.3b	1779
W07A8.3c.1	2554
W07A8.3c.2	1647
W07A8.5	987
W07B3.2a.1	2647
W07B3.2a.2	2289
W07B3.2b.1	2716
W07B3.2b.2	2540
W07B3.2b.3	2358
W07B3.2c.1	2646
W07B3.2c.2	2470
W07B3.2c.3	2288
W07B3.2d.1	2644
W07B3.2d.2	2468
W07B3.2d.3	2286
W07B3.2e.1	910
W07B3.2e.2	552
W07B3.2f.1	2704
W07B3.2f.2	2346
W07B8.1a	1125
W07B8.4a	1142
W07B8.4b	595
W07B8.5	1205
W07E11.1a	6805
W07E11.1b	6767
W07E11.2	859
W07E11.3a	587
W07E11.3b	517
W07E11.4	539
W07E6.1a	2223
W07E6.1b	1494
W07E6.2a	1533
W07E6.2b	943
W07E6.3b	984
W07E6.3c.1	956
W07E6.3c.2	870
W07E6.3c.3	805
W07E6.4	2095
W07E6.5a.1	1057
W07E6.5a.2	1061
W07G1.1	876
W07G1.2	1092
W07G1.3.1	1273
W07G1.3.2	1112
W07G1.5a	1354
W07G1.5b	1390
W07G1.6	1083
W07G1.7	527
W07G4.1	327
W07G4.2	1083
W07G4.3.1	2788
W07G4.3.2	2788
W07G4.3.3	2790
W07G4.4	2045
W07G4.5	1124
W07G4.6a.1	1412
W07G4.6a.2	1332
W07G4.6b	1509
W07G4.7	339
W07G4.8	165
W07G9.2a	1007
W07G9.2b	1268
W07G9.2c	1196
W08A12.1a	1978
W08A12.1b.1	1952
W08A12.1b.2	1887
W08A12.1c	1903
W08A12.1d	1885
W08A12.1e.1	1805
W08A12.1e.2	1713
W08A12.2a	446
W08A12.2b	214
W08A12.3a	932
W08A12.3b	481
W08A12.4	1311
W08D2.1	1847
W08D2.3a	1702
W08D2.3c	1719
W08D2.4a	1492
W08D2.4b.1	1440
W08D2.4b.2	715
W08D2.4c	1440
W08D2.4d.1	1475
W08D2.4d.2	1440
W08D2.5a	4154
W08D2.5b	2970
W08D2.5c	3922
W08D2.6	1123
W08D2.7	3224
W08D2.8	1632
W08E12.1	1234
W08E12.2	363
W08E12.3	537
W08E12.4	565
W08E12.5	458
W08E12.6	648
W08E12.7.1	1890
W08E12.7.2	1886
W08E12.8a	618
W08E12.8b.1	703
W08E12.8b.2	597
W08E12.9	276
W08E3.1	719
W08E3.2	2060
W08E3.3a.1	1412
W08E3.3a.2	1405
W08E3.3b	1281
W08E3.4	837
W08F4.1	294
W08F4.10	504
W08F4.12a	246
W08F4.12b	351
W08F4.13	1075
W08F4.2	956
W08F4.3	884
W08F4.5	589
W08F4.6	1080
W08F4.7.1	687
W08F4.7.2	738
W08F4.8a	1368
W08F4.8b	1460
W08F4.9	752
W08G11.1	1161
W08G11.3a.1	1906
W08G11.3a.2	1896
W08G11.3b	1899
W08G11.4	2735
W08G11.5	918
W09B12.1.1	2532
W09B12.1.2	2468
W09B6.1a.1	6453
W09B6.1a.2	6517
W09B6.1b	2794
W09B6.1c.1	6844
W09B6.1c.2	6758
W09B6.2a	1478
W09B6.2b	1312
W09B6.2c.1	1289
W09B6.2c.2	1127
W09B6.2d	615
W09B6.2e	336
W09B6.3a	1794
W09B6.3b	1692
W09B6.3c	1359
W09B6.4a	928
W09B6.4b.1	619
W09B6.4b.2	772
W09B6.4c	837
W09B6.5	804
W09B7.1	1041
W09B7.2	951
W09B7.3	471
W09C2.10	255
W09C2.1a	2090
W09C2.1b	1738
W09C2.1c	2083
W09C2.1d	2083
W09C2.1e	875
W09C2.1f	1735
W09C2.3a	4450
W09C2.3b	4361
W09C2.3c	4410
W09C2.3d	4437
W09C2.7	282
W09C2.8	265
W09C2.9	195
W09C3.1	1320
W09C3.2	1523
W09C3.3	976
W09C3.4	1083
W09C3.6	1108
W09C3.7	905
W09C3.8	939
W09C5.1	961
W09C5.12	768
W09C5.2	1610
W09C5.4	521
W09C5.5	2314
W09C5.6a	441
W09C5.6b.1	432
W09C5.6b.2	441
W09C5.6b.3	407
W09C5.6b.4	359
W09C5.6b.5	553
W09C5.7a	2556
W09C5.7b	1239
W09C5.7c	808
W09C5.8	856
W09D10.1.1	1892
W09D10.1.2	1834
W09D10.1.3	1828
W09D10.2	5144
W09D10.3	652
W09D10.4	1766
W09D10.5a	1225
W09D10.5b	939
W09D12.1	1499
W09D12.2	927
W09D12.3	903
W09D6.1a	2637
W09D6.1b	2691
W09D6.1c	2670
W09D6.2	1056
W09D6.3	1035
W09D6.4	534
W09D6.5	1027
W09D6.6	2583
W09G10.1a	598
W09G10.1b	904
W09G10.3	1232
W09G10.4a	4129
W09G10.4b	3416
W09G10.5	610
W09G10.6	2088
W09G12.1	1024
W09G12.10	572
W09G12.4	793
W09G12.6	537
W09G12.7	1365
W09G12.8	1014
W09G12.9	708
W09G3.1a	1031
W09G3.1b	1768
W09G3.2	1666
W09G3.3	733
W09G3.6a	3625
W09G3.6b	616
W09G3.7a.1	1308
W09G3.7a.2	1270
W09G3.7b	384
W09G3.8.1	352
W09G3.8.2	338
W09H1.1a	1385
W09H1.1b	1380
W09H1.2	396
W09H1.3	343
W09H1.4	445
W09H1.5	1204
W09H1.6a	995
W09H1.6b.1	1060
W09H1.6b.2	1146
W10C4.1	1254
W10C6.1	4592
W10C6.2	444
W10C8.1a	1191
W10C8.1b	1152
W10C8.2	1549
W10C8.3	207
W10C8.4a	813
W10C8.4b	450
W10C8.4c.1	696
W10C8.4c.2	687
W10C8.4c.3	770
W10C8.4d	371
W10C8.5.1	1338
W10C8.5.2	1321
W10C8.6	423
W10D5.1	1882
W10D5.2.1	1107
W10D5.2.2	865
W10D5.3a.1	2761
W10D5.3a.2	2419
W10D5.3a.3	2404
W10D5.3a.4	2388
W10D5.3c.1	3064
W10D5.3c.2	2715
W10D5.3c.3	2691
W10D5.3d	2755
W10D5.3e.1	2713
W10D5.3e.2	2371
W10D5.3e.3	2356
W10D5.3e.4	2340
W10D5.3f.1	2869
W10D5.3f.2	2526
W10D5.3f.3	2511
W10D5.3f.4	2495
W10D5.3g.1	2664
W10D5.3g.2	2322
W10D9.1	317
W10D9.3a	618
W10D9.3b	627
W10D9.4a	1587
W10D9.4b	1336
W10D9.5a	471
W10D9.5b.1	338
W10D9.5b.2	238
W10D9.6a	659
W10D9.6b	313
W10G11.1	619
W10G11.10	1059
W10G11.11	957
W10G11.12	525
W10G11.13	651
W10G11.14	633
W10G11.15	636
W10G11.16a	3265
W10G11.16b	3301
W10G11.16c	3085
W10G11.19	1590
W10G11.2	613
W10G11.20.1	697
W10G11.20.2	642
W10G11.20.3	643
W10G11.3	706
W10G11.4	486
W10G11.5	957
W10G11.6	1356
W10G11.9	1419
W10G6.1	258
W10G6.2a	1542
W10G6.2b	1664
W10G6.3	1937
W10G6.6	249
Y102A11A.1	943
Y102A11A.2a	2360
Y102A11A.2b	2303
Y102A11A.3	5136
Y102A11A.5	578
Y102A11A.6	995
Y102A11A.7	823
Y102A11A.8	2115
Y102A11A.9a	1791
Y102A11A.9b	1019
Y102A5A.1	4305
Y102A5B.1	1092
Y102A5B.2a	1068
Y102A5B.2b	1083
Y102A5B.3	1119
Y102A5C.1	1179
Y102A5C.13	717
Y102A5C.14	867
Y102A5C.15	1017
Y102A5C.16	603
Y102A5C.17	753
Y102A5C.18	1326
Y102A5C.19	1045
Y102A5C.2	856
Y102A5C.21	1068
Y102A5C.22	918
Y102A5C.24	705
Y102A5C.25	957
Y102A5C.27	363
Y102A5C.28	1035
Y102A5C.29	1044
Y102A5C.31	1050
Y102A5C.32	978
Y102A5C.33	981
Y102A5C.36	430
Y102A5C.4	1593
Y102A5C.40	501
Y102A5C.9	525
Y102E9.1a.1	1533
Y102E9.1a.2	1564
Y102E9.1a.3	1438
Y102E9.1a.4	1432
Y102E9.1b	1673
Y102E9.1c	1518
Y102E9.2a	1440
Y102E9.2b	1449
Y102E9.3	372
Y102E9.5	579
Y102E9.6	426
Y102F5A.1	1266
Y104H12A.1a	2424
Y104H12A.1b.1	2069
Y104H12A.1b.2	1993
Y104H12A.1c.1	2069
Y104H12A.1c.2	1993
Y104H12A.1d	1743
Y104H12A.1e.1	2069
Y104H12A.1e.2	1993
Y104H12A.1e.3	1641
Y104H12BR.1a	1167
Y104H12BR.1b	2347
Y104H12D.1a	682
Y104H12D.1b	290
Y104H12D.2	1048
Y104H12D.3a.1	2229
Y104H12D.3a.2	2218
Y104H12D.3b	1417
Y104H12D.4	940
Y105C5A.1	2652
Y105C5A.10	141
Y105C5A.12	277
Y105C5A.1268	302
Y105C5A.1269	465
Y105C5A.1270	369
Y105C5A.1272	271
Y105C5A.1273	198
Y105C5A.1274	189
Y105C5A.1285	69
Y105C5A.13a	384
Y105C5A.13b	231
Y105C5A.15a	2817
Y105C5A.15b	2826
Y105C5A.15c	3042
Y105C5A.15e	3033
Y105C5A.23	1440
Y105C5A.24	1722
Y105C5A.26	165
Y105C5A.3	1008
Y105C5A.4	1008
Y105C5A.5	1008
Y105C5A.508	444
Y105C5A.6	1008
Y105C5A.8a.1	831
Y105C5A.8a.2	865
Y105C5A.9a	294
Y105C5A.9b	174
Y105C5B.1	949
Y105C5B.10	1014
Y105C5B.11a	1752
Y105C5B.11b	2319
Y105C5B.13	655
Y105C5B.14	615
Y105C5B.1413	465
Y105C5B.1418	210
Y105C5B.15a	1311
Y105C5B.15b	1119
Y105C5B.16a	1203
Y105C5B.16b	335
Y105C5B.17	561
Y105C5B.18	639
Y105C5B.19	1558
Y105C5B.20	1060
Y105C5B.21a	4036
Y105C5B.21b.1	3888
