	Cyanobacterium_aponinum_pcc_10605.ASM31767v1	Nostoc_punctiforme_pcc_73102.ASM2002v1	Oscillatoriales_cyanobacterium_jsc_12.ASM30994v1
OG0006344		ACC83463	
OG0006345		ACC83472	
OG0006346		ACC83474	
OG0006347		ACC83484	
OG0006348		ACC83490	
OG0006349		ACC83510	
OG0006350		ACC83511	
OG0006351		ACC83517	
OG0006352		ACC83526	
OG0006353		ACC83531	
OG0006354		ACC83532	
OG0006355		ACC83533	
OG0006356		ACC83535	
OG0006357		ACC83539	
OG0006358		ACC83545	
OG0006359		ACC83546	
OG0006360		ACC83550	
OG0006361		ACC83552	
OG0006362		ACC83555	
OG0006363		ACC83559	
OG0006364		ACC83560	
OG0006365		ACC83561	
OG0006366		ACC83562	
OG0006367		ACC83563	
OG0006368		ACC83564	
OG0006369		ACC83565	
OG0006370		ACC83566	
OG0006371		ACC83572	
OG0006372		ACC83579	
OG0006373		ACC83580	
OG0006374		ACC83583	
OG0006375		ACC83584	
OG0006376		ACC83585	
OG0006377		ACC83586	
OG0006378		ACC83587	
OG0006379		ACC83589	
OG0006380		ACC83591	
OG0006381		ACC83595	
OG0006382		ACC83596	
OG0006383		ACC83597	
OG0006384		ACC83600	
OG0006385		ACC83609	
OG0006386		ACC83612	
OG0006387		ACC83617	
OG0006388		ACC83623	
OG0006389		ACC83624	
OG0006390		ACC83625	
OG0006391		ACC83626	
OG0006392		ACC83629	
OG0006393		ACC83631	
OG0006394		ACC83632	
OG0006395		ACC83635	
OG0006396		ACC83636	
OG0006397		ACC83637	
OG0006398		ACC83638	
OG0006399		ACC83639	
OG0006400		ACC83643	
OG0006401		ACC83644	
OG0006402		ACC83645	
OG0006403		ACC83646	
OG0006404		ACC83647	
OG0006405		ACC83648	
OG0006406		ACC83650	
OG0006407		ACC83651	
OG0006408		ACC83652	
OG0006409		ACC83653	
OG0006410		ACC83654	
OG0006411		ACC83655	
OG0006412		ACC83656	
OG0006413		ACC83657	
OG0006414		ACC83659	
OG0006415		ACC83660	
OG0006416		ACC83662	
OG0006417		ACC83664	
OG0006418		ACC83668	
OG0006419		ACC83669	
OG0006420		ACC83678	
OG0006421		ACC83679	
OG0006422		ACC83682	
OG0006423		ACC83683	
OG0006424		ACC83684	
OG0006425		ACC83685	
OG0006426		ACC83686	
OG0006427		ACC83688	
OG0006428		ACC83689	
OG0006429		ACC83690	
OG0006430		ACC83691	
OG0006431		ACC83692	
OG0006432		ACC83693	
OG0006433		ACC83702	
OG0006434		ACC83703	
OG0006435		ACC83704	
OG0006436		ACC83705	
OG0006437		ACC83709	
OG0006438		ACC83710	
OG0006439		ACC83712	
OG0006440		ACC83713	
OG0006441		ACC83714	
OG0006442		ACC83716	
OG0006443		ACC83718	
OG0006444		ACC83719	
OG0006445		ACC83720	
OG0006446		ACC83724	
OG0006447		ACC83725	
OG0006448		ACC83726	
OG0006449		ACC83728	
OG0006450		ACC83731	
OG0006451		ACC83733	
OG0006452		ACC83736	
OG0006453		ACC83737	
OG0006454		ACC83745	
OG0006455		ACC83747	
OG0006456		ACC83750	
OG0006457		ACC83752	
OG0006458		ACC83753	
OG0006459		ACC83754	
OG0006460		ACC83757	
OG0006461		ACC83758	
OG0006462		ACC83759	
OG0006463		ACC83767	
OG0006464		ACC83769	
OG0006465		ACC83770	
OG0006466		ACC83771	
OG0006467		ACC83772	
OG0006468		ACC83774	
OG0006469		ACC83775	
OG0006470		ACC83776	
OG0006471		ACC83779	
OG0006472		ACC83780	
OG0006473		ACC83785	
OG0006474		ACC83792	
OG0006475		ACC83797	
OG0006476		ACC83799	
OG0006477		ACC83804	
OG0006478		ACC83805	
OG0006479		ACC83806	
OG0006480		ACC83807	
OG0006481		ACC83809	
OG0006482		ACC83810	
OG0006483		ACC83812	
OG0006484		ACC83821	
OG0006485		ACC83822	
OG0006486		ACC83825	
OG0006487		ACC83826	
OG0006488		ACC83827	
OG0006489		ACC83828	
OG0006490		ACC83829	
OG0006491		ACC83830	
OG0006492		ACC83831	
OG0006493		ACC83832	
OG0006494		ACC83833	
OG0006495		ACC83834	
OG0006496		ACC83837	
OG0006497		ACC83842	
OG0006498		ACC83843	
OG0006499		ACC83844	
OG0006500		ACC83846	
OG0006501		ACC83847	
OG0006502		ACC83849	
OG0006503		ACC83850	
OG0006504		ACC83877	
OG0006505		ACC83887	
OG0006506		ACC83898	
OG0006507		ACC83902	
OG0006508		ACC83903	
OG0006509		ACC83904	
OG0006510		ACC83905	
OG0006511		ACC83906	
OG0006512		ACC83910	
OG0006513		ACC83911	
OG0006514		ACC83912	
OG0006515		ACC83913	
OG0006516		ACC83914	
OG0006517		ACC83918	
OG0006518		ACC83925	
OG0006519		ACC83932	
OG0006520		ACC83937	
OG0006521		ACC83945	
OG0006522		ACC83950	
OG0006523		ACC83951	
OG0006524		ACC83956	
OG0006525		ACC83957	
OG0006526		ACC83958	
OG0006527		ACC83959	
OG0006528		ACC83960	
OG0006529		ACC83961	
OG0006530		ACC83962	
OG0006531		ACC83965	
OG0006532		ACC83966	
OG0006533		ACC83967	
OG0006534		ACC83968	
OG0006535		ACC83969	
OG0006536		ACC83970	
OG0006537		ACC83972	
OG0006538		ACC83973	
OG0006539		ACC83974	
OG0006540		ACC83975	
OG0006541		ACC83976	
OG0006542		ACC83985	
OG0006543		ACC83987	
OG0006544		ACC83988	
OG0006545		ACC83992	
OG0006546		ACC83993	
OG0006547		ACC83994	
OG0006548		ACC83995	
OG0006549		ACC83997	
OG0006550		ACC83998	
OG0006551		ACC84000	
OG0006552		ACC84003	
OG0006553		ACC84006	
OG0006554		ACC84007	
OG0006555		ACC84008	
OG0006556		ACC84009	
OG0006557		ACC84017	
OG0006558		ACC84022	
OG0006559		ACC84023	
OG0006560		ACC84024	
OG0006561		ACC84025	
OG0006562		ACC84026	
OG0006563		ACC84027	
OG0006564		ACC84028	
OG0006565		ACC84033	
OG0006566		ACC84035	
OG0006567		ACC84042	
OG0006568		ACC84048	
OG0006569		ACC84057	
OG0006570		ACC84065	
OG0006571		ACC84079	
OG0006572		ACC84080	
OG0006573		ACC84081	
OG0006574		ACC84082	
OG0006575		ACC84084	
OG0006576		ACC84088	
OG0006577		ACC84090	
OG0006578		ACC84100	
OG0006579		ACC84101	
OG0006580		ACC84102	
OG0006581		ACC84103	
OG0006582		ACC84104	
OG0006583		ACC84105	
OG0006584		ACC84106	
OG0006585		ACC84107	
OG0006586		ACC84109	
OG0006587		ACC84119	
OG0006588		ACC84131	
OG0006589		ACC84137	
OG0006590		ACC84142	
OG0006591		ACC84144	
OG0006592		ACC84145	
OG0006593		ACC84157	
OG0006594		ACC84159	
OG0006595		ACC84160	
OG0006596		ACC84162	
OG0006597		ACC84166	
OG0006598		ACC84167	
OG0006599		ACC84168	
OG0006600		ACC84169	
OG0006601		ACC84173	
OG0006602		ACC84174	
OG0006603		ACC84177	
OG0006604		ACC84178	
OG0006605		ACC84180	
OG0006606		ACC84181	
OG0006607		ACC84182	
OG0006608		ACC84187	
OG0006609		ACC84189	
OG0006610		ACC84190	
OG0006611		ACC84194	
OG0006612		ACC84197	
OG0006613		ACC84199	
OG0006614		ACC84202	
OG0006615		ACC84204	
OG0006616		ACC84205	
OG0006617		ACC84206	
OG0006618		ACC84207	
OG0006619		ACC84208	
OG0006620		ACC84209	
OG0006621		ACC84210	
OG0006622		ACC84211	
OG0006623		ACC84212	
OG0006624		ACC84213	
OG0006625		ACC84215	
OG0006626		ACC84222	
OG0006627		ACC84230	
OG0006628		ACC84232	
OG0006629		ACC84260	
OG0006630		ACC84262	
OG0006631		ACC84264	
OG0006632		ACC84267	
OG0006633		ACC84268	
OG0006634		ACC84269	
OG0006635		ACC84270	
OG0006636		ACC84272	
OG0006637		ACC84273	
OG0006638		ACC84275	
OG0006639		ACC84276	
OG0006640		ACC84282	
OG0006641		ACC84283	
OG0006642		ACC84286	
OG0006643		ACC84293	
OG0006644		ACC84301	
OG0006645		ACC84310	
OG0006646		ACC84311	
OG0006647		ACC84316	
OG0006648		ACC84321	
OG0006649		ACC84331	
OG0006650		ACC84332	
OG0006651		ACC84334	
OG0006652		ACC84335	
OG0006653		ACC84338	
OG0006654		ACC84339	
OG0006655		ACC84340	
OG0006656		ACC84341	
OG0006657		ACC84342	
OG0006658		ACC84343	
OG0006659		ACC84344	
OG0006660		ACC84348	
OG0006661		ACC84350	
OG0006662		ACC84351	
OG0006663		ACC84354	
OG0006664		ACC84355	
OG0006665		ACC84356	
OG0006666		ACC84357	
OG0006667		ACC84361	
OG0006668		ACC84363	
OG0006669		ACC84364	
OG0006670		ACC84368	
OG0006671		ACC84369	
OG0006672		ACC84370	
OG0006673		ACC84373	
OG0006674		ACC84377	
OG0006675		ACC84378	
OG0006676		ACC84379	
OG0006677		ACC84384	
OG0006678		ACC84393	
OG0006679		ACC84394	
OG0006680		ACC84398	
OG0006681		ACC84399	
OG0006682		ACC84400	
OG0006683		ACC84401	
OG0006684		ACC84405	
OG0006685		ACC84406	
OG0006686		ACC84407	
OG0006687		ACC84409	
OG0006688		ACC84410	
OG0006689		ACC84411	
OG0006690		ACC84412	
OG0006691		ACC84414	
OG0006692		ACC84419	
OG0006693		ACC84420	
OG0006694		ACC84430	
OG0006695		ACC84431	
OG0006696		ACC84437	
OG0006697		ACC84440	
OG0006698		ACC84447	
OG0006699		ACC84448	
OG0006700		ACC84454	
OG0006701		ACC84458	
OG0006702		ACC84459	
OG0006703		ACC84463	
OG0006704		ACC84464	
OG0006705		ACC84466	
OG0006706		ACC84470	
OG0006707		ACC84482	
OG0006708		ACC84486	
OG0006709		ACC84487	
OG0006710		ACC84488	
OG0006711		ACC84490	
OG0006712		ACC84493	
OG0006713		ACC84494	
OG0006714		ACC84495	
OG0006715		ACC84496	
OG0006716		ACC84510	
OG0006717		ACC84513	
OG0006718		ACC84514	
OG0006719		ACC84518	
OG0006720		ACC84519	
OG0006721		ACC84520	
OG0006722		ACC84521	
OG0006723		ACC84522	
OG0006724		ACC84524	
OG0006725		ACC84525	
OG0006726		ACC84526	
OG0006727		ACC84527	
OG0006728		ACC84531	
OG0006729		ACC84532	
OG0006730		ACC84533	
OG0006731		ACC84534	
OG0006732		ACC84538	
OG0006733		ACC84540	
OG0006734		ACC84544	
OG0006735		ACC84545	
OG0006736		ACC84548	
OG0006737		ACC84549	
OG0006738		ACC84551	
OG0006739		ACC84552	
OG0006740		ACC84553	
OG0006741		ACC84554	
OG0006742		ACC84555	
OG0006743		ACC84564	
OG0006744		ACC84567	
OG0006745		ACC84571	
OG0006746		ACC84572	
OG0006747		ACC84573	
OG0006748		ACC84574	
OG0006749		ACC84575	
OG0006750		ACC84578	
OG0006751		ACC84585	
OG0006752		ACC84588	
OG0006753		ACC84590	
OG0006754		ACC84591	
OG0006755		ACC84592	
OG0006756		ACC84593	
OG0006757		ACC84594	
OG0006758		ACC84595	
OG0006759		ACC84596	
OG0006760		ACC84597	
OG0006761		ACC84598	
OG0006762		ACC84600	
OG0006763		ACC84605	
OG0006764		ACC84606	
OG0006765		ACC84608	
OG0006766		ACC84612	
OG0006767		ACC84613	
OG0006768		ACC84615	
OG0006769		ACC84616	
OG0006770		ACC84618	
OG0006771		ACC84621	
OG0006772		ACC84624	
OG0006773		ACC84625	
OG0006774		ACC84627	
OG0006775		ACC84635	
OG0006776		ACC84637	
OG0006777		ACC84639	
OG0006778		ACC84648	
OG0006779		ACC84653	
OG0006780		ACC84659	
OG0006781		ACC84660	
OG0006782		ACC84662	
OG0006783		ACC84664	
OG0006784		ACC84675	
OG0006785		ACC84676	
OG0006786		ACC84679	
OG0006787		ACC84680	
OG0006788		ACC84681	
OG0006789		ACC84685	
OG0006790		ACC84687	
OG0006791		ACC84689	
OG0006792		ACC84693	
OG0006793		ACC84694	
OG0006794		ACC84696	
OG0006795		ACC84697	
OG0006796		ACC84705	
OG0006797		ACC84709	
OG0006798		ACC84710	
OG0006799		ACC84716	
OG0006800		ACC84717	
OG0006801		ACC84718	
OG0006802		ACC84719	
OG0006803		ACC84722	
OG0006804		ACC84724	
OG0006805		ACC84730	
OG0006806		ACC84734	
OG0006807		ACC84735	
OG0006808		ACC84736	
OG0006809		ACC84742	
OG0006810		ACC84743	
OG0006811		ACC84757	
OG0006812		ACC84758	
OG0006813		ACC84760	
OG0006814		ACC84762	
OG0006815		ACC84764	
OG0006816		ACC84765	
OG0006817		ACC84767	
OG0006818		ACC84768	
OG0006819		ACC84769	
OG0006820		ACC84770	
OG0006821		ACC84771	
OG0006822		ACC84777	
OG0006823		ACC84782	
OG0006824		ACC84783	
OG0006825		ACC84788	
OG0006826		ACC84791	
OG0006827		ACC84792	
OG0006828		ACC84793	
OG0006829		ACC84794	
OG0006830		ACC84795	
OG0006831		ACC84797	
OG0006832		ACC84798	
OG0006833		ACC84799	
OG0006834		ACC84803	
OG0006835		ACC84804	
OG0006836		ACC84806	
OG0006837		ACC84807	
OG0006838		ACC84809	
OG0006839		ACC84810	
OG0006840		ACC84811	
OG0006841		ACC84812	
OG0006842		ACC84816	
OG0006843		ACC84819	
OG0006844		ACC84820	
OG0006845		ACC84821	
OG0006846		ACC84822	
OG0006847		ACC84823	
OG0006848		ACC84825	
OG0006849		ACC84826	
OG0006850		ACC84827	
OG0006851		ACC84828	
OG0006852		ACC84834	
OG0006853		ACC84835	
OG0006854		ACC84846	
OG0006855		ACC84848	
OG0006856		ACC84855	
OG0006857		ACC84856	
OG0006858		ACC84857	
OG0006859		ACC84858	
OG0006860		ACC84859	
OG0006861		ACC84860	
OG0006862		ACC84863	
OG0006863		ACC84866	
OG0006864		ACC84869	
OG0006865		ACC84871	
OG0006866		ACC84872	
OG0006867		ACC84873	
OG0006868		ACC84876	
OG0006869		ACC84877	
OG0006870		ACC84878	
OG0006871		ACC84882	
OG0006872		ACC84885	
OG0006873		ACC84887	
OG0006874			EKQ71342
OG0006875			EKQ71343
OG0006876			EKQ71345
OG0006877			EKQ71337
OG0006878			EKQ71338
OG0006879			EKQ71339
OG0006880			EKQ71340
OG0006881			EKQ71341
OG0006882			EKQ71330
OG0006883			EKQ71331
OG0006884			EKQ71332
OG0006885			EKQ71333
OG0006886			EKQ71334
OG0006887			EKQ71171
OG0006888			EKQ71173
OG0006889			EKQ71174
OG0006890			EKQ71175
OG0006891			EKQ71176
OG0006892			EKQ71181
OG0006893			EKQ71182
OG0006894			EKQ71183
OG0006895			EKQ71184
OG0006896			EKQ71185
OG0006897			EKQ71186
OG0006898			EKQ71187
OG0006899			EKQ71188
OG0006900			EKQ71191
OG0006901			EKQ71194
OG0006902			EKQ71201
OG0006903			EKQ71204
OG0006904			EKQ71206
OG0006905			EKQ71212
OG0006906			EKQ71216
OG0006907			EKQ71217
OG0006908			EKQ71219
OG0006909			EKQ71220
OG0006910			EKQ71226
OG0006911			EKQ71227
OG0006912			EKQ71228
OG0006913			EKQ71232
OG0006914			EKQ71234
OG0006915			EKQ71235
OG0006916			EKQ71236
OG0006917			EKQ71237
OG0006918			EKQ71238
OG0006919			EKQ71239
OG0006920			EKQ71240
OG0006921			EKQ71249
OG0006922			EKQ71250
OG0006923			EKQ71254
OG0006924			EKQ71257
OG0006925			EKQ71259
OG0006926			EKQ71260
OG0006927			EKQ71263
OG0006928			EKQ71267
OG0006929			EKQ71270
OG0006930			EKQ71271
OG0006931			EKQ71274
OG0006932			EKQ71285
OG0006933			EKQ71287
OG0006934			EKQ71288
OG0006935			EKQ71289
OG0006936			EKQ71292
OG0006937			EKQ71293
OG0006938			EKQ71295
OG0006939			EKQ71296
OG0006940			EKQ71304
OG0006941			EKQ71309
OG0006942			EKQ71310
OG0006943			EKQ71321
OG0006944			EKQ71323
OG0006945			EKQ71326
OG0006946			EKQ71329
OG0006947			EKQ69944
OG0006948			EKQ69948
OG0006949			EKQ69957
OG0006950			EKQ69961
OG0006951			EKQ69962
OG0006952			EKQ69963
OG0006953			EKQ69966
OG0006954			EKQ69967
OG0006955			EKQ69968
OG0006956			EKQ69969
OG0006957			EKQ69970
OG0006958			EKQ69972
OG0006959			EKQ69973
OG0006960			EKQ69974
OG0006961			EKQ69975
OG0006962			EKQ69978
OG0006963			EKQ69983
OG0006964			EKQ69986
OG0006965			EKQ69987
OG0006966			EKQ69988
OG0006967			EKQ69989
OG0006968			EKQ69990
OG0006969			EKQ69991
OG0006970			EKQ69992
OG0006971			EKQ69994
OG0006972			EKQ69998
OG0006973			EKQ69999
OG0006974			EKQ70000
OG0006975			EKQ70008
OG0006976			EKQ70031
OG0006977			EKQ70036
OG0006978			EKQ70037
OG0006979			EKQ70038
OG0006980			EKQ70041
OG0006981			EKQ70042
OG0006982			EKQ70043
OG0006983			EKQ70047
OG0006984			EKQ70049
OG0006985			EKQ70050
OG0006986			EKQ70051
OG0006987			EKQ70053
OG0006988			EKQ70061
OG0006989			EKQ70062
OG0006990			EKQ70071
OG0006991			EKQ70073
OG0006992			EKQ70108
OG0006993			EKQ70110
OG0006994			EKQ70111
OG0006995			EKQ70112
OG0006996			EKQ70113
OG0006997			EKQ70116
OG0006998			EKQ70118
OG0006999			EKQ70122
OG0007000			EKQ70125
OG0007001			EKQ70135
OG0007002			EKQ70138
OG0007003			EKQ70139
OG0007004			EKQ70147
OG0007005			EKQ70151
OG0007006			EKQ70157
OG0007007			EKQ70158
OG0007008			EKQ70160
OG0007009			EKQ70165
OG0007010			EKQ70173
OG0007011			EKQ70174
OG0007012			EKQ70175
OG0007013			EKQ70184
OG0007014			EKQ70187
OG0007015			EKQ70191
OG0007016			EKQ70193
OG0007017			EKQ70196
OG0007018			EKQ70197
OG0007019			EKQ70199
OG0007020			EKQ70202
OG0007021			EKQ70203
OG0007022			EKQ70204
OG0007023			EKQ70205
OG0007024			EKQ70206
OG0007025			EKQ70207
OG0007026			EKQ70208
OG0007027			EKQ70213
OG0007028			EKQ70216
OG0007029			EKQ70219
OG0007030			EKQ70225
OG0007031			EKQ70227
OG0007032			EKQ70229
OG0007033			EKQ70231
OG0007034			EKQ70232
OG0007035			EKQ70238
OG0007036			EKQ70241
OG0007037			EKQ70245
OG0007038			EKQ70249
OG0007039			EKQ70251
OG0007040			EKQ70257
OG0007041			EKQ70258
OG0007042			EKQ70259
OG0007043			EKQ70260
OG0007044			EKQ70261
OG0007045			EKQ70265
OG0007046			EKQ70266
OG0007047			EKQ70267
OG0007048			EKQ70268
OG0007049			EKQ70269
OG0007050			EKQ70270
OG0007051			EKQ70271
OG0007052			EKQ70274
OG0007053			EKQ70275
OG0007054			EKQ70276
OG0007055			EKQ70277
OG0007056			EKQ70278
OG0007057			EKQ70279
OG0007058			EKQ70280
OG0007059			EKQ70281
OG0007060			EKQ70282
OG0007061			EKQ70283
OG0007062			EKQ70284
OG0007063			EKQ70285
OG0007064			EKQ70286
OG0007065			EKQ70287
OG0007066			EKQ70288
OG0007067			EKQ70289
OG0007068			EKQ70290
OG0007069			EKQ70291
OG0007070			EKQ70292
OG0007071			EKQ70293
OG0007072			EKQ70294
OG0007073			EKQ70295
OG0007074			EKQ70296
OG0007075			EKQ70297
OG0007076			EKQ70298
OG0007077			EKQ70299
OG0007078			EKQ70300
OG0007079			EKQ70301
OG0007080			EKQ70302
OG0007081			EKQ70303
OG0007082			EKQ70305
OG0007083			EKQ70307
OG0007084			EKQ70308
OG0007085			EKQ70311
OG0007086			EKQ70312
OG0007087			EKQ70313
OG0007088			EKQ70314
OG0007089			EKQ70315
OG0007090			EKQ70316
OG0007091			EKQ70317
OG0007092			EKQ70318
OG0007093			EKQ70320
OG0007094			EKQ70321
OG0007095			EKQ70322
OG0007096			EKQ70323
OG0007097			EKQ70324
OG0007098			EKQ70325
OG0007099			EKQ70326
OG0007100			EKQ70328
OG0007101			EKQ70329
OG0007102			EKQ70330
OG0007103			EKQ70331
OG0007104			EKQ70332
OG0007105			EKQ70333
OG0007106			EKQ70334
OG0007107			EKQ70335
OG0007108			EKQ70336
OG0007109			EKQ70337
OG0007110			EKQ70339
OG0007111			EKQ70340
OG0007112			EKQ70341
OG0007113			EKQ70344
OG0007114			EKQ70345
OG0007115			EKQ70346
OG0007116			EKQ70347
OG0007117			EKQ70348
OG0007118			EKQ70349
OG0007119			EKQ70350
OG0007120			EKQ70351
OG0007121			EKQ70352
OG0007122			EKQ70353
OG0007123			EKQ70354
OG0007124			EKQ70355
OG0007125			EKQ70356
OG0007126			EKQ70358
OG0007127			EKQ70361
OG0007128			EKQ70363
OG0007129			EKQ70365
OG0007130			EKQ70366
OG0007131			EKQ70367
OG0007132			EKQ70368
OG0007133			EKQ70369
OG0007134			EKQ70370
OG0007135			EKQ70371
OG0007136			EKQ70372
OG0007137			EKQ70373
OG0007138			EKQ70374
OG0007139			EKQ70375
OG0007140			EKQ70376
OG0007141			EKQ70377
OG0007142			EKQ70378
OG0007143			EKQ70379
OG0007144			EKQ70380
OG0007145			EKQ70381
OG0007146			EKQ70382
OG0007147			EKQ70383
OG0007148			EKQ70384
OG0007149			EKQ70385
OG0007150			EKQ70386
OG0007151			EKQ70387
OG0007152			EKQ70388
OG0007153			EKQ70389
OG0007154			EKQ70390
OG0007155			EKQ70391
OG0007156			EKQ70392
OG0007157			EKQ70393
OG0007158			EKQ70394
OG0007159			EKQ70395
OG0007160			EKQ70396
OG0007161			EKQ70397
OG0007162			EKQ70399
OG0007163			EKQ70400
OG0007164			EKQ70401
OG0007165			EKQ70402
OG0007166			EKQ70403
OG0007167			EKQ70404
OG0007168			EKQ70405
OG0007169			EKQ70406
OG0007170			EKQ70407
OG0007171			EKQ70408
OG0007172			EKQ70409
OG0007173			EKQ70410
OG0007174			EKQ70411
OG0007175			EKQ70412
OG0007176			EKQ70413
OG0007177			EKQ70414
OG0007178			EKQ70415
OG0007179			EKQ70416
OG0007180			EKQ70417
OG0007181			EKQ70419
OG0007182			EKQ70420
OG0007183			EKQ70421
OG0007184			EKQ70422
OG0007185			EKQ70423
OG0007186			EKQ70424
OG0007187			EKQ70425
OG0007188			EKQ70426
OG0007189			EKQ70427
OG0007190			EKQ70428
OG0007191			EKQ70429
OG0007192			EKQ70430
OG0007193			EKQ70431
OG0007194			EKQ70432
OG0007195			EKQ70433
OG0007196			EKQ70434
OG0007197			EKQ70435
OG0007198			EKQ70436
OG0007199			EKQ70437
OG0007200			EKQ70438
OG0007201			EKQ70439
OG0007202			EKQ70440
OG0007203			EKQ70441
OG0007204			EKQ70442
OG0007205			EKQ70445
OG0007206			EKQ70446
OG0007207			EKQ70447
OG0007208			EKQ70448
OG0007209			EKQ70449
OG0007210			EKQ70450
OG0007211			EKQ70451
OG0007212			EKQ70452
OG0007213			EKQ70453
OG0007214			EKQ70454
OG0007215			EKQ70455
OG0007216			EKQ70456
OG0007217			EKQ70457
OG0007218			EKQ70458
OG0007219			EKQ70459
OG0007220			EKQ70460
OG0007221			EKQ70461
OG0007222			EKQ70462
OG0007223			EKQ70463
OG0007224			EKQ70468
OG0007225			EKQ70470
OG0007226			EKQ70473
OG0007227			EKQ70474
OG0007228			EKQ70476
OG0007229			EKQ70478
OG0007230			EKQ70479
OG0007231			EKQ70480
OG0007232			EKQ70481
OG0007233			EKQ70482
OG0007234			EKQ70483
OG0007235			EKQ70484
OG0007236			EKQ70485
OG0007237			EKQ70488
OG0007238			EKQ70491
OG0007239			EKQ70492
OG0007240			EKQ70497
OG0007241			EKQ70504
OG0007242			EKQ70513
OG0007243			EKQ70515
OG0007244			EKQ70516
OG0007245			EKQ70517
OG0007246			EKQ70518
OG0007247			EKQ70519
OG0007248			EKQ70521
OG0007249			EKQ70524
OG0007250			EKQ70525
OG0007251			EKQ70527
OG0007252			EKQ70532
OG0007253			EKQ70534
OG0007254			EKQ70535
OG0007255			EKQ70538
OG0007256			EKQ70544
OG0007257			EKQ70552
OG0007258			EKQ70555
OG0007259			EKQ70557
OG0007260			EKQ70559
OG0007261			EKQ70565
OG0007262			EKQ70584
OG0007263			EKQ70586
OG0007264			EKQ70591
OG0007265			EKQ70601
OG0007266			EKQ70603
OG0007267			EKQ70609
OG0007268			EKQ70610
OG0007269			EKQ70611
OG0007270			EKQ70613
OG0007271			EKQ70620
OG0007272			EKQ70621
OG0007273			EKQ70622
OG0007274			EKQ70624
OG0007275			EKQ70626
OG0007276			EKQ70627
OG0007277			EKQ70628
OG0007278			EKQ70630
OG0007279			EKQ70637
OG0007280			EKQ70639
OG0007281			EKQ70640
OG0007282			EKQ70643
OG0007283			EKQ70649
OG0007284			EKQ70658
OG0007285			EKQ70666
OG0007286			EKQ70667
OG0007287			EKQ70668
OG0007288			EKQ70669
OG0007289			EKQ70672
OG0007290			EKQ70673
OG0007291			EKQ70674
OG0007292			EKQ70675
OG0007293			EKQ70676
OG0007294			EKQ70697
OG0007295			EKQ70700
OG0007296			EKQ70711
OG0007297			EKQ70714
OG0007298			EKQ70716
OG0007299			EKQ70718
OG0007300			EKQ70719
OG0007301			EKQ70721
OG0007302			EKQ70728
OG0007303			EKQ70730
OG0007304			EKQ70731
OG0007305			EKQ70737
OG0007306			EKQ70741
OG0007307			EKQ70743
OG0007308			EKQ70753
OG0007309			EKQ70756
OG0007310			EKQ70761
OG0007311			EKQ70772
OG0007312			EKQ70777
OG0007313			EKQ70779
OG0007314			EKQ70787
OG0007315			EKQ70801
OG0007316			EKQ70803
OG0007317			EKQ70809
OG0007318			EKQ70814
OG0007319			EKQ70819
OG0007320			EKQ70827
OG0007321			EKQ70830
OG0007322			EKQ70831
OG0007323			EKQ70832
OG0007324			EKQ70837
OG0007325			EKQ70839
OG0007326			EKQ70841
OG0007327			EKQ70844
OG0007328			EKQ70846
OG0007329			EKQ70847
OG0007330			EKQ70848
OG0007331			EKQ70850
OG0007332			EKQ70851
OG0007333			EKQ70852
OG0007334			EKQ70863
OG0007335			EKQ70864
OG0007336			EKQ70874
OG0007337			EKQ70875
OG0007338			EKQ70879
OG0007339			EKQ70882
OG0007340			EKQ70883
OG0007341			EKQ70887
OG0007342			EKQ70890
OG0007343			EKQ70891
OG0007344			EKQ70893
OG0007345			EKQ70897
OG0007346			EKQ70898
OG0007347			EKQ70903
OG0007348			EKQ70904
OG0007349			EKQ70922
OG0007350			EKQ70923
OG0007351			EKQ70924
OG0007352			EKQ70925
OG0007353			EKQ70926
OG0007354			EKQ70929
OG0007355			EKQ70930
OG0007356			EKQ70934
OG0007357			EKQ70949
OG0007358			EKQ70956
OG0007359			EKQ70958
OG0007360			EKQ70959
OG0007361			EKQ70973
OG0007362			EKQ70986
OG0007363			EKQ70999
OG0007364			EKQ71003
OG0007365			EKQ71005
OG0007366			EKQ71006
OG0007367			EKQ71007
OG0007368			EKQ71009
OG0007369			EKQ71010
OG0007370			EKQ71011
OG0007371			EKQ71013
OG0007372			EKQ71014
OG0007373			EKQ71016
OG0007374			EKQ71017
OG0007375			EKQ71020
OG0007376			EKQ71029
OG0007377			EKQ71031
OG0007378			EKQ71033
OG0007379			EKQ71041
OG0007380			EKQ71042
OG0007381			EKQ71043
OG0007382			EKQ71044
OG0007383			EKQ71045
OG0007384			EKQ71046
OG0007385			EKQ71051
OG0007386			EKQ71053
OG0007387			EKQ71064
OG0007388			EKQ71065
OG0007389			EKQ71082
OG0007390			EKQ71085
OG0007391			EKQ71086
OG0007392			EKQ71093
OG0007393			EKQ71095
OG0007394			EKQ71096
OG0007395			EKQ71103
OG0007396			EKQ71105
OG0007397			EKQ71107
OG0007398			EKQ71110
OG0007399			EKQ71113
OG0007400			EKQ71114
OG0007401			EKQ71118
OG0007402			EKQ71121
OG0007403			EKQ71125
OG0007404			EKQ71126
OG0007405			EKQ71134
OG0007406			EKQ71141
OG0007407			EKQ71144
OG0007408			EKQ71151
OG0007409			EKQ71152
OG0007410			EKQ71156
OG0007411			EKQ71157
OG0007412			EKQ71158
OG0007413			EKQ71160
